Epoch,accuracy,loss,val_accuracy,val_loss
1,0.7047101259231567,0.6389299035072327,0.725806474685669,0.5613335371017456
2,0.7699275612831116,0.5259609222412109,0.7580645084381104,0.49924466013908386
3,0.77173912525177,0.47973841428756714,0.7419354915618896,0.5065211057662964
4,0.7681159377098083,0.4658995270729065,0.7580645084381104,0.5055734515190125
5,0.77173912525177,0.4574759006500244,0.725806474685669,0.5044002532958984
6,0.7753623127937317,0.4509653151035309,0.7096773982048035,0.5072283148765564
7,0.782608687877655,0.4459913372993469,0.7096773982048035,0.509098470211029
8,0.7880434989929199,0.44140395522117615,0.6935483813285828,0.5120503902435303
9,0.7880434989929199,0.43686774373054504,0.6935483813285828,0.5159566402435303
10,0.7862318754196167,0.4325070381164551,0.7096773982048035,0.5167354345321655
11,0.7916666865348816,0.42823585867881775,0.7096773982048035,0.5185494422912598
12,0.7989130616188049,0.4241389334201813,0.7096773982048035,0.5208402872085571
13,0.8007246255874634,0.4199084937572479,0.7096773982048035,0.5232247114181519
14,0.8025362491607666,0.4155862629413605,0.7096773982048035,0.5252375602722168
15,0.8061594367027283,0.411126971244812,0.6935483813285828,0.5253815054893494
16,0.8097826242446899,0.4063470959663391,0.6935483813285828,0.5288832783699036
17,0.8115941882133484,0.40168556571006775,0.7096773982048035,0.5281291007995605
18,0.8079710006713867,0.39622995257377625,0.7096773982048035,0.5328163504600525
19,0.8061594367027283,0.3910011649131775,0.7096773982048035,0.5336042642593384
20,0.8079710006713867,0.3855566382408142,0.6935483813285828,0.5352717638015747
21,0.8097826242446899,0.3796612620353699,0.6935483813285828,0.5398784875869751
22,0.8170289993286133,0.37415796518325806,0.6935483813285828,0.5417889952659607
23,0.8152173757553101,0.3678739070892334,0.7096773982048035,0.5459777116775513
24,0.8260869383811951,0.36197054386138916,0.7096773982048035,0.552099347114563
25,0.8351449370384216,0.3555215895175934,0.725806474685669,0.5519753694534302
