Epoch,accuracy,loss,val_accuracy,val_loss
1,0.6721014380455017,0.6420811414718628,0.7419354915618896,0.6041582822799683
2,0.7445651888847351,0.573895275592804,0.7419354915618896,0.5471065640449524
3,0.7572463750839233,0.5290654897689819,0.7419354915618896,0.5132205486297607
4,0.7590579986572266,0.5013172030448914,0.7419354915618896,0.4996630847454071
5,0.7663043737411499,0.48565971851348877,0.7580645084381104,0.49692973494529724
6,0.7699275612831116,0.4763219952583313,0.7580645084381104,0.49758198857307434
7,0.7681159377098083,0.4698476791381836,0.7580645084381104,0.4993354082107544
8,0.7753623127937317,0.46465593576431274,0.7580645084381104,0.5007917284965515
9,0.7753623127937317,0.460215300321579,0.7580645084381104,0.5026871562004089
10,0.7753623127937317,0.4562250077724457,0.7580645084381104,0.5040380358695984
11,0.7753623127937317,0.4526589512825012,0.7419354915618896,0.5050085186958313
12,0.782608687877655,0.449348509311676,0.7419354915618896,0.5065294504165649
13,0.7844203114509583,0.4463146924972534,0.7419354915618896,0.5078594088554382
14,0.7880434989929199,0.4435243606567383,0.7419354915618896,0.5090460777282715
15,0.7880434989929199,0.44089624285697937,0.7580645084381104,0.5108015537261963
16,0.7880434989929199,0.43832263350486755,0.7580645084381104,0.5118069052696228
17,0.7898550629615784,0.43584775924682617,0.7580645084381104,0.5132075548171997
18,0.7916666865348816,0.43333786725997925,0.7580645084381104,0.5145668387413025
19,0.7916666865348816,0.43098482489585876,0.7419354915618896,0.5156443119049072
20,0.7916666865348816,0.42842215299606323,0.7419354915618896,0.5169413089752197
21,0.7971014380455017,0.4260143041610718,0.7419354915618896,0.5182392001152039
22,0.7989130616188049,0.4236888587474823,0.7419354915618896,0.5193315744400024
23,0.804347813129425,0.42121297121047974,0.7419354915618896,0.5207054018974304
24,0.8025362491607666,0.4188475012779236,0.7419354915618896,0.521662175655365
25,0.8007246255874634,0.4165472388267517,0.7419354915618896,0.5234475135803223
26,0.8007246255874634,0.41422900557518005,0.7419354915618896,0.524624228477478
27,0.8025362491607666,0.4119696617126465,0.7419354915618896,0.5257782340049744
28,0.804347813129425,0.40965378284454346,0.7419354915618896,0.527191162109375
29,0.804347813129425,0.4073535203933716,0.725806474685669,0.5281669497489929
30,0.8061594367027283,0.405198872089386,0.725806474685669,0.5302006006240845
31,0.8061594367027283,0.4027740955352783,0.725806474685669,0.532067060470581
32,0.8079710006713867,0.40055051445961,0.7419354915618896,0.5327964425086975
33,0.8061594367027283,0.3983217775821686,0.725806474685669,0.535017192363739
34,0.8115941882133484,0.39590680599212646,0.725806474685669,0.5375177264213562
35,0.8134058117866516,0.3936256766319275,0.725806474685669,0.5389272570610046
36,0.8152173757553101,0.39122918248176575,0.725806474685669,0.5405318140983582
37,0.8188405632972717,0.3888690769672394,0.7096773982048035,0.5421218872070312
38,0.820652186870575,0.3864212930202484,0.6935483813285828,0.5441073775291443
39,0.8224637508392334,0.3840737044811249,0.6935483813285828,0.545790433883667
