Epoch,accuracy,loss,val_accuracy,val_loss
1,0.37862318754196167,0.7743455171585083,0.4354838728904724,0.7156191468238831
2,0.5869565010070801,0.6740940809249878,0.6451612710952759,0.6349917054176331
3,0.6938405632972717,0.6162337064743042,0.725806474685669,0.5863896012306213
4,0.7137681245803833,0.5760220885276794,0.7096773982048035,0.5525431632995605
5,0.7228260636329651,0.545293927192688,0.7419354915618896,0.5275048017501831
6,0.7336956262588501,0.5226473808288574,0.7580645084381104,0.5113775730133057
7,0.7445651888847351,0.5071260333061218,0.7580645084381104,0.5023862719535828
8,0.7518116235733032,0.49669814109802246,0.7580645084381104,0.4991305470466614
9,0.7481883764266968,0.489138662815094,0.7580645084381104,0.4985814392566681
10,0.7518116235733032,0.48330822587013245,0.7580645084381104,0.49893271923065186
11,0.7590579986572266,0.4784280061721802,0.7580645084381104,0.49932917952537537
12,0.760869562625885,0.47418516874313354,0.7580645084381104,0.49937641620635986
13,0.760869562625885,0.4704521894454956,0.7580645084381104,0.5001664757728577
14,0.760869562625885,0.46703359484672546,0.7580645084381104,0.5010824203491211
15,0.7663043737411499,0.46381863951683044,0.7580645084381104,0.501417875289917
16,0.7663043737411499,0.46093884110450745,0.7580645084381104,0.5013532042503357
17,0.7644927501678467,0.4582507908344269,0.7580645084381104,0.5012283325195312
18,0.77173912525177,0.45578035712242126,0.7580645084381104,0.5016520619392395
19,0.77173912525177,0.4534912705421448,0.7580645084381104,0.5019669532775879
20,0.7753623127937317,0.4513065814971924,0.7580645084381104,0.5025098323822021
21,0.77173912525177,0.44926851987838745,0.7580645084381104,0.5028315782546997
